lon_bin,lon_freq,lon_cfreq,lon_%tot,Category,lat_bin,lat_freq,lat_cfreq,lat_%tot,Category_lat
77.5,0,2877,14.64047631,Random,15.7,21,18334,93.29805099,Random
77.6,0,2877,14.64047631,Random,15.8,28,18362,93.44053738,Random
77.7,1,2878,14.64556511,Random,15.9,20,18382,93.54231337,Random
77.8,1,2879,14.65065391,Random,16,21,18403,93.64917816,Random
77.9,4,2883,14.67100911,Random,16.1,26,18429,93.78148695,Random
78,1,2884,14.67609791,Random,16.2,29,18458,93.92906213,Random
78.1,3,2887,14.69136431,Random,16.3,27,18485,94.06645972,Random
78.2,4,2891,14.71171951,Random,16.4,57,18542,94.3565213,Random
78.3,3,2894,14.7269859,Random,16.5,20,18562,94.45829729,Random
78.4,0,2894,14.7269859,Random,16.6,17,18579,94.54480688,Random
78.5,0,2894,14.7269859,Random,16.7,13,18592,94.61096127,Random
78.6,1,2895,14.7320747,Random,16.8,20,18612,94.71273727,Random
78.7,1,2896,14.7371635,Random,16.9,23,18635,94.82977965,Random
78.8,3,2899,14.7524299,Random,17,19,18654,94.92646685,Random
78.9,1,2900,14.7575187,Random,17.1,19,18673,95.02315404,Random
79,1,2901,14.7626075,Random,17.2,13,18686,95.08930843,Random
79.1,2,2903,14.7727851,Random,17.3,9,18695,95.13510763,Random
79.2,2,2905,14.7829627,Random,17.4,12,18707,95.19617322,Random
79.3,2,2907,14.7931403,Random,17.5,16,18723,95.27759402,Random
79.4,2,2909,14.8033179,Random,17.6,15,18738,95.35392601,Random
79.5,2,2911,14.8134955,Random,17.7,10,18748,95.404814,Random
79.6,4,2915,14.83385069,Random,17.8,13,18761,95.4709684,Random
79.7,9,2924,14.87964989,Random,17.9,10,18771,95.52185639,Random
79.8,8,2932,14.92036029,Random,18,13,18784,95.58801079,Random
79.9,8,2940,14.96107068,Random,18.1,12,18796,95.64907638,Random
80,11,2951,15.01704748,Random,18.2,16,18812,95.73049718,Random
80.1,7,2958,15.05266908,Random,18.3,19,18831,95.82718437,Random
80.2,3,2961,15.06793547,Random,18.4,11,18842,95.88316116,Random
80.3,3,2964,15.08320187,Random,18.5,13,18855,95.94931556,Random
80.4,1,2965,15.08829067,Random,18.6,19,18874,96.04600275,Random
80.5,1,2966,15.09337947,Random,18.7,14,18888,96.11724594,Random
80.6,2,2968,15.10355707,Random,18.8,11,18899,96.17322274,Random
80.7,1,2969,15.10864587,Random,18.9,19,18918,96.26990993,Random
80.8,0,2969,15.10864587,Random,19,14,18932,96.34115312,Random
80.9,0,2969,15.10864587,Random,19.1,11,18943,96.39712992,Random
81,0,2969,15.10864587,Random,19.2,7,18950,96.43275151,Random
81.1,0,2969,15.10864587,Random,19.3,11,18961,96.48872831,Random
81.2,0,2969,15.10864587,Random,19.4,18,18979,96.5803267,Random
81.3,0,2969,15.10864587,Random,19.5,23,19002,96.69736909,Random
81.4,5,2974,15.13408987,Random,19.6,15,19017,96.77370108,Random
81.5,4,2978,15.15444507,Random,19.7,11,19028,96.82967788,Random
81.6,3,2981,15.16971147,Random,19.8,14,19042,96.90092107,Random
81.7,2,2983,15.17988906,Random,19.9,13,19055,96.96707547,Random
81.8,1,2984,15.18497786,Random,20,12,19067,97.02814106,Random
81.9,0,2984,15.18497786,Random,20.1,12,19079,97.08920666,Random
82,0,2984,15.18497786,Random,20.2,9,19088,97.13500585,Random
82.1,0,2984,15.18497786,Random,20.3,23,19111,97.25204824,Random
82.2,0,2984,15.18497786,Random,20.4,19,19130,97.34873543,Random
82.3,0,2984,15.18497786,Random,20.5,9,19139,97.39453463,Random
82.4,0,2984,15.18497786,Random,20.6,10,19149,97.44542262,Random
82.5,0,2984,15.18497786,Random,20.7,9,19158,97.49122182,Random
82.6,0,2984,15.18497786,Random,20.8,9,19167,97.53702102,Random
82.7,0,2984,15.18497786,Random,20.9,10,19177,97.58790901,Random
82.8,0,2984,15.18497786,Random,21,5,19182,97.61335301,Random
82.9,0,2984,15.18497786,Random,21.1,6,19188,97.64388581,Random
83,0,2984,15.18497786,Random,21.2,4,19192,97.66424101,Random
83.1,0,2984,15.18497786,Random,21.3,1,19193,97.66932981,Random
83.2,0,2984,15.18497786,Random,21.4,1,19194,97.6744186,Random
83.3,0,2984,15.18497786,Random,21.5,1,19195,97.6795074,Random
83.4,0,2984,15.18497786,Random,21.6,1,19196,97.6845962,Random
83.5,0,2984,15.18497786,Random,21.7,1,19197,97.689685,Random
83.6,0,2984,15.18497786,Random,21.8,2,19199,97.6998626,Random
83.7,0,2984,15.18497786,Random,21.9,3,19202,97.715129,Random
83.8,0,2984,15.18497786,Random,22,4,19206,97.7354842,Random
83.9,0,2984,15.18497786,Random,22.1,9,19215,97.7812834,Random
84,0,2984,15.18497786,Random,22.2,3,19218,97.79654979,Random
84.1,0,2984,15.18497786,Random,22.3,2,19220,97.80672739,Random
84.2,0,2984,15.18497786,Random,22.4,2,19222,97.81690499,Random
84.3,0,2984,15.18497786,Random,22.5,12,19234,97.87797059,Random
84.4,0,2984,15.18497786,Random,22.6,13,19247,97.94412498,Random
84.5,0,2984,15.18497786,Random,22.7,9,19256,97.98992418,Random
84.6,0,2984,15.18497786,Random,22.8,6,19262,98.02045697,Random
84.7,0,2984,15.18497786,Random,22.9,4,19266,98.04081217,Random
84.8,0,2984,15.18497786,Random,23,2,19268,98.05098977,Random
84.9,0,2984,15.18497786,Random,23.1,1,19269,98.05607857,Random
85,0,2984,15.18497786,Random,23.2,2,19271,98.06625617,Random
85.1,0,2984,15.18497786,Random,23.3,6,19277,98.09678897,Random
85.2,0,2984,15.18497786,Random,23.4,5,19282,98.12223297,Random
85.3,0,2984,15.18497786,Random,23.5,4,19286,98.14258816,Random
85.4,0,2984,15.18497786,Random,23.6,7,19293,98.17820976,Random
85.5,0,2984,15.18497786,Random,23.7,7,19300,98.21383136,Random
85.6,0,2984,15.18497786,Random,23.8,5,19305,98.23927535,Random
85.7,0,2984,15.18497786,Random,23.9,8,19313,98.27998575,Random
85.8,0,2984,15.18497786,Random,24,5,19318,98.30542975,Random
85.9,0,2984,15.18497786,Random,24.1,2,19320,98.31560735,Random
86,0,2984,15.18497786,Random,24.2,3,19323,98.33087375,Random
86.1,0,2984,15.18497786,Random,24.3,20,19343,98.43264974,Random
86.2,0,2984,15.18497786,Random,24.4,43,19386,98.65146812,Random
86.3,0,2984,15.18497786,Random,24.5,16,19402,98.73288891,Random
86.4,0,2984,15.18497786,Random,24.6,7,19409,98.76851051,Random
86.5,0,2984,15.18497786,Random,24.7,9,19418,98.8143097,Random
86.6,0,2984,15.18497786,Random,24.8,13,19431,98.8804641,Random
86.7,0,2984,15.18497786,Random,24.9,12,19443,98.94152969,Random
86.8,0,2984,15.18497786,Random,25,8,19451,98.98224009,Random
86.9,0,2984,15.18497786,Random,25.1,5,19456,99.00768409,Random
87,0,2984,15.18497786,Random,25.2,3,19459,99.02295049,Random
87.1,0,2984,15.18497786,Random,25.3,12,19471,99.08401608,Random
87.2,0,2984,15.18497786,Random,25.4,8,19479,99.12472648,Random
87.3,0,2984,15.18497786,Random,25.5,6,19485,99.15525927,Random
87.4,0,2984,15.18497786,Random,25.6,7,19492,99.19088087,Random
87.5,0,2984,15.18497786,Random,25.7,8,19500,99.23159127,Random
87.6,0,2984,15.18497786,Random,25.8,9,19509,99.27739046,Random
87.7,0,2984,15.18497786,Random,25.9,16,19525,99.35881126,Random
87.8,0,2984,15.18497786,Random,26,8,19533,99.39952165,Random
87.9,0,2984,15.18497786,Random,26.1,16,19549,99.48094245,Random
88,0,2984,15.18497786,Random,26.2,20,19569,99.58271844,Random
88.1,0,2984,15.18497786,Random,26.3,27,19596,99.72011602,Random
88.2,0,2984,15.18497786,Random,26.4,17,19613,99.80662562,Random
88.3,0,2984,15.18497786,Random,26.5,9,19622,99.85242481,Random
88.4,0,2984,15.18497786,Random,26.6,14,19636,99.92366801,Random
88.5,0,2984,15.18497786,Random,26.7,15,19651,100,Random
88.6,0,2984,15.18497786,Random,26.8,0,19651,100,Random
88.7,0,2984,15.18497786,Random,26.9,0,19651,100,Random
88.8,0,2984,15.18497786,Random,27,0,19651,100,Random
88.9,0,2984,15.18497786,Random,-22.8,0,0,0,Empirical
89,0,2984,15.18497786,Random,-22.7,2,2,0.884955752,Empirical
89.1,0,2984,15.18497786,Random,-22.6,3,5,2.212389381,Empirical
89.2,0,2984,15.18497786,Random,-22.5,4,9,3.982300885,Empirical
89.3,0,2984,15.18497786,Random,-22.4,3,12,5.309734513,Empirical
89.4,0,2984,15.18497786,Random,-22.3,0,12,5.309734513,Empirical
89.5,0,2984,15.18497786,Random,-22.2,2,14,6.194690265,Empirical
89.6,0,2984,15.18497786,Random,-22.1,1,15,6.637168142,Empirical
89.7,0,2984,15.18497786,Random,-22,2,17,7.522123894,Empirical
89.8,0,2984,15.18497786,Random,-21.9,5,22,9.734513274,Empirical
89.9,0,2984,15.18497786,Random,-21.8,0,22,9.734513274,Empirical
90,0,2984,15.18497786,Random,-21.7,0,22,9.734513274,Empirical
90.1,0,2984,15.18497786,Random,-21.6,0,22,9.734513274,Empirical
90.2,0,2984,15.18497786,Random,-21.5,0,22,9.734513274,Empirical
90.3,0,2984,15.18497786,Random,-21.4,0,22,9.734513274,Empirical
90.4,0,2984,15.18497786,Random,-21.3,0,22,9.734513274,Empirical
90.5,0,2984,15.18497786,Random,-21.2,0,22,9.734513274,Empirical
90.6,0,2984,15.18497786,Random,-21.1,3,25,11.0619469,Empirical
90.7,0,2984,15.18497786,Random,-21,1,26,11.50442478,Empirical
90.8,0,2984,15.18497786,Random,-20.9,0,26,11.50442478,Empirical
90.9,0,2984,15.18497786,Random,-20.8,0,26,11.50442478,Empirical
91,0,2984,15.18497786,Random,-20.7,0,26,11.50442478,Empirical
91.1,0,2984,15.18497786,Random,-20.6,0,26,11.50442478,Empirical
91.2,0,2984,15.18497786,Random,-20.5,2,28,12.38938053,Empirical
91.3,0,2984,15.18497786,Random,-20.4,1,29,12.83185841,Empirical
91.4,0,2984,15.18497786,Random,-20.3,0,29,12.83185841,Empirical
91.5,0,2984,15.18497786,Random,-20.2,0,29,12.83185841,Empirical
91.6,0,2984,15.18497786,Random,-20.1,0,29,12.83185841,Empirical
91.7,0,2984,15.18497786,Random,-20,1,30,13.27433628,Empirical
91.8,0,2984,15.18497786,Random,-19.9,4,34,15.04424779,Empirical
91.9,0,2984,15.18497786,Random,-19.8,0,34,15.04424779,Empirical
92,0,2984,15.18497786,Random,-19.7,0,34,15.04424779,Empirical
92.1,0,2984,15.18497786,Random,-19.6,0,34,15.04424779,Empirical
92.2,2,2986,15.19515546,Random,-19.5,0,34,15.04424779,Empirical
92.3,3,2989,15.21042186,Random,-19.4,0,34,15.04424779,Empirical
92.4,10,2999,15.26130986,Random,-19.3,0,34,15.04424779,Empirical
92.5,10,3009,15.31219785,Random,-19.2,0,34,15.04424779,Empirical
92.6,16,3025,15.39361865,Random,-19.1,0,34,15.04424779,Empirical
92.7,22,3047,15.50557224,Random,-19,0,34,15.04424779,Empirical
92.8,23,3070,15.62261463,Random,-18.9,0,34,15.04424779,Empirical
92.9,32,3102,15.78545621,Random,-18.8,0,34,15.04424779,Empirical
93,22,3124,15.8974098,Random,-18.7,0,34,15.04424779,Empirical
93.1,19,3143,15.99409699,Random,-18.6,0,34,15.04424779,Empirical
93.2,7,3150,16.02971859,Random,-18.5,0,34,15.04424779,Empirical
93.3,6,3156,16.06025139,Random,-18.4,0,34,15.04424779,Empirical
93.4,5,3161,16.08569538,Random,-18.3,0,34,15.04424779,Empirical
93.5,10,3171,16.13658338,Random,-18.2,0,34,15.04424779,Empirical
93.6,13,3184,16.20273777,Random,-18.1,1,35,15.48672566,Empirical
93.7,18,3202,16.29433617,Random,-18,1,36,15.92920354,Empirical
93.8,19,3221,16.39102336,Random,-17.9,0,36,15.92920354,Empirical
93.9,11,3232,16.44700015,Random,-17.8,0,36,15.92920354,Empirical
94,5,3237,16.47244415,Random,-17.7,0,36,15.92920354,Empirical
94.1,4,3241,16.49279935,Random,-17.6,0,36,15.92920354,Empirical
94.2,6,3247,16.52333215,Random,-17.5,2,38,16.81415929,Empirical
94.3,16,3263,16.60475294,Random,-17.4,0,38,16.81415929,Empirical
94.4,9,3272,16.65055213,Random,-17.3,0,38,16.81415929,Empirical
94.5,12,3284,16.71161773,Random,-17.2,1,39,17.25663717,Empirical
94.6,10,3294,16.76250572,Random,-17.1,4,43,19.02654867,Empirical
94.7,3,3297,16.77777212,Random,-17,2,45,19.91150442,Empirical
94.8,0,3297,16.77777212,Random,-16.9,0,45,19.91150442,Empirical
94.9,0,3297,16.77777212,Random,-16.8,0,45,19.91150442,Empirical
95,0,3297,16.77777212,Random,-16.7,0,45,19.91150442,Empirical
95.1,7,3304,16.81339372,Random,-16.6,0,45,19.91150442,Empirical
95.2,10,3314,16.86428172,Random,-16.5,0,45,19.91150442,Empirical
95.3,12,3326,16.92534731,Random,-16.4,6,51,22.56637168,Empirical
95.4,10,3336,16.97623531,Random,-16.3,0,51,22.56637168,Empirical
95.5,12,3348,17.0373009,Random,-16.2,0,51,22.56637168,Empirical
95.6,10,3358,17.0881889,Random,-16.1,0,51,22.56637168,Empirical
95.7,2,3360,17.0983665,Random,-16,0,51,22.56637168,Empirical
95.8,7,3367,17.13398809,Random,-15.9,0,51,22.56637168,Empirical
95.9,5,3372,17.15943209,Random,-15.8,0,51,22.56637168,Empirical
96,4,3376,17.17978729,Random,-15.7,0,51,22.56637168,Empirical
96.1,6,3382,17.21032009,Random,-15.6,0,51,22.56637168,Empirical
96.2,5,3387,17.23576408,Random,-15.5,0,51,22.56637168,Empirical
96.3,5,3392,17.26120808,Random,-15.4,0,51,22.56637168,Empirical
96.4,5,3397,17.28665208,Random,-15.3,0,51,22.56637168,Empirical
96.5,12,3409,17.34771767,Random,-15.2,0,51,22.56637168,Empirical
96.6,3,3412,17.36298407,Random,-15.1,0,51,22.56637168,Empirical
96.7,5,3417,17.38842807,Random,-15,0,51,22.56637168,Empirical
96.8,5,3422,17.41387207,Random,-14.9,0,51,22.56637168,Empirical
96.9,8,3430,17.45458246,Random,-14.8,0,51,22.56637168,Empirical
97,5,3435,17.48002646,Random,-14.7,0,51,22.56637168,Empirical
97.1,11,3446,17.53600326,Random,-14.6,0,51,22.56637168,Empirical
97.2,13,3459,17.60215765,Random,-14.5,0,51,22.56637168,Empirical
97.3,8,3467,17.64286805,Random,-14.4,0,51,22.56637168,Empirical
97.4,27,3494,17.78026564,Random,-14.3,0,51,22.56637168,Empirical
97.5,12,3506,17.84133123,Random,-14.2,2,53,23.45132743,Empirical
97.6,7,3513,17.87695283,Random,-14.1,0,53,23.45132743,Empirical
97.7,17,3530,17.96346242,Random,-14,1,54,23.89380531,Empirical
97.8,6,3536,17.99399522,Random,-13.9,2,56,24.77876106,Empirical
97.9,19,3555,18.09068241,Random,-13.8,0,56,24.77876106,Empirical
98,28,3583,18.2331688,Random,-13.7,0,56,24.77876106,Empirical
98.1,34,3617,18.40618798,Random,-13.6,2,58,25.66371681,Empirical
98.2,64,3681,18.73187115,Random,-13.5,5,63,27.87610619,Empirical
98.3,41,3722,18.94051193,Random,-13.4,1,64,28.31858407,Empirical
98.4,27,3749,19.07790952,Random,-13.3,0,64,28.31858407,Empirical
98.5,19,3768,19.17459671,Random,-13.2,0,64,28.31858407,Empirical
98.6,20,3788,19.2763727,Random,-13.1,0,64,28.31858407,Empirical
98.7,19,3807,19.3730599,Random,-13,3,67,29.6460177,Empirical
98.8,21,3828,19.47992469,Random,-12.9,4,71,31.4159292,Empirical
98.9,16,3844,19.56134548,Random,-12.8,4,75,33.18584071,Empirical
99,10,3854,19.61223347,Random,-12.7,1,76,33.62831858,Empirical
99.1,23,3877,19.72927586,Random,-12.6,0,76,33.62831858,Empirical
99.2,16,3893,19.81069666,Random,-12.5,0,76,33.62831858,Empirical
99.3,14,3907,19.88193985,Random,-12.4,0,76,33.62831858,Empirical
99.4,13,3920,19.94809424,Random,-12.3,0,76,33.62831858,Empirical
99.5,10,3930,19.99898224,Random,-12.2,0,76,33.62831858,Empirical
99.6,8,3938,20.03969264,Random,-12.1,0,76,33.62831858,Empirical
99.7,15,3953,20.11602463,Random,-12,0,76,33.62831858,Empirical
99.8,19,3972,20.21271182,Random,-11.9,0,76,33.62831858,Empirical
99.9,9,3981,20.25851102,Random,-11.8,0,76,33.62831858,Empirical
100,30,4011,20.411175,Random,-11.7,0,76,33.62831858,Empirical
100.1,12,4023,20.4722406,Random,-11.6,0,76,33.62831858,Empirical
100.2,11,4034,20.52821739,Random,-11.5,0,76,33.62831858,Empirical
100.3,14,4048,20.59946059,Random,-11.4,0,76,33.62831858,Empirical
100.4,10,4058,20.65034858,Random,-11.3,0,76,33.62831858,Empirical
100.5,12,4070,20.71141418,Random,-11.2,0,76,33.62831858,Empirical
100.6,8,4078,20.75212457,Random,-11.1,0,76,33.62831858,Empirical
100.7,11,4089,20.80810137,Random,-11,0,76,33.62831858,Empirical
100.8,8,4097,20.84881177,Random,-10.9,0,76,33.62831858,Empirical
100.9,7,4104,20.88443336,Random,-10.8,0,76,33.62831858,Empirical
101,4,4108,20.90478856,Random,-10.7,0,76,33.62831858,Empirical
101.1,1,4109,20.90987736,Random,-10.6,0,76,33.62831858,Empirical
101.2,0,4109,20.90987736,Random,-10.5,0,76,33.62831858,Empirical
101.3,0,4109,20.90987736,Random,-10.4,0,76,33.62831858,Empirical
101.4,0,4109,20.90987736,Random,-10.3,0,76,33.62831858,Empirical
101.5,2,4111,20.92005496,Random,-10.2,0,76,33.62831858,Empirical
101.6,2,4113,20.93023256,Random,-10.1,0,76,33.62831858,Empirical
101.7,0,4113,20.93023256,Random,-10,0,76,33.62831858,Empirical
101.8,2,4115,20.94041016,Random,-9.9,0,76,33.62831858,Empirical
101.9,1,4116,20.94549896,Random,-9.8,0,76,33.62831858,Empirical
102,2,4118,20.95567656,Random,-9.7,0,76,33.62831858,Empirical
102.1,2,4120,20.96585416,Random,-9.6,0,76,33.62831858,Empirical
102.2,5,4125,20.99129815,Random,-9.5,0,76,33.62831858,Empirical
102.3,10,4135,21.04218615,Random,-9.4,0,76,33.62831858,Empirical
102.4,7,4142,21.07780775,Random,-9.3,0,76,33.62831858,Empirical
102.5,7,4149,21.11342934,Random,-9.2,0,76,33.62831858,Empirical
102.6,5,4154,21.13887334,Random,-9.1,0,76,33.62831858,Empirical
102.7,7,4161,21.17449494,Random,-9,0,76,33.62831858,Empirical
102.8,3,4164,21.18976134,Random,-8.9,0,76,33.62831858,Empirical
102.9,4,4168,21.21011653,Random,-8.8,0,76,33.62831858,Empirical
103,6,4174,21.24064933,Random,-8.7,5,81,35.84070796,Empirical
103.1,7,4181,21.27627093,Random,-8.6,0,81,35.84070796,Empirical
103.2,7,4188,21.31189252,Random,-8.5,0,81,35.84070796,Empirical
103.3,5,4193,21.33733652,Random,-8.4,0,81,35.84070796,Empirical
103.4,8,4201,21.37804692,Random,-8.3,2,83,36.72566372,Empirical
103.5,10,4211,21.42893491,Random,-8.2,2,85,37.61061947,Empirical
103.6,7,4218,21.46455651,Random,-8.1,2,87,38.49557522,Empirical
103.7,11,4229,21.52053331,Random,-8,3,90,39.82300885,Empirical
103.8,10,4239,21.5714213,Random,-7.9,5,95,42.03539823,Empirical
103.9,14,4253,21.6426645,Random,-7.8,7,102,45.13274336,Empirical
104,16,4269,21.72408529,Random,-7.7,0,102,45.13274336,Empirical
104.1,19,4288,21.82077248,Random,-7.6,0,102,45.13274336,Empirical
104.2,21,4309,21.92763727,Random,-7.5,0,102,45.13274336,Empirical
104.3,21,4330,22.03450206,Random,-7.4,0,102,45.13274336,Empirical
104.4,43,4373,22.25332044,Random,-7.3,0,102,45.13274336,Empirical
104.5,24,4397,22.37545163,Random,-7.2,0,102,45.13274336,Empirical
104.6,21,4418,22.48231642,Random,-7.1,0,102,45.13274336,Empirical
104.7,15,4433,22.55864841,Random,-7,0,102,45.13274336,Empirical
104.8,14,4447,22.62989161,Random,-6.9,0,102,45.13274336,Empirical
104.9,9,4456,22.6756908,Random,-6.8,0,102,45.13274336,Empirical
105,5,4461,22.7011348,Random,-6.7,0,102,45.13274336,Empirical
105.1,2,4463,22.7113124,Random,-6.6,6,108,47.78761062,Empirical
105.2,6,4469,22.7418452,Random,-6.5,0,108,47.78761062,Empirical
105.3,25,4494,22.86906519,Random,-6.4,0,108,47.78761062,Empirical
105.4,10,4504,22.91995318,Random,-6.3,0,108,47.78761062,Empirical
105.5,10,4514,22.97084118,Random,-6.2,8,116,51.32743363,Empirical
105.6,8,4522,23.01155157,Random,-6.1,12,128,56.63716814,Empirical
105.7,14,4536,23.08279477,Random,-6,0,128,56.63716814,Empirical
105.8,13,4549,23.14894916,Random,-5.9,1,129,57.07964602,Empirical
105.9,7,4556,23.18457076,Random,-5.8,11,140,61.94690265,Empirical
106,4,4560,23.20492596,Random,-5.7,6,146,64.60176991,Empirical
106.1,4,4564,23.22528116,Random,-5.6,0,146,64.60176991,Empirical
106.2,27,4591,23.36267874,Random,-5.5,0,146,64.60176991,Empirical
106.3,13,4604,23.42883314,Random,-5.4,0,146,64.60176991,Empirical
106.4,13,4617,23.49498753,Random,-5.3,0,146,64.60176991,Empirical
106.5,9,4626,23.54078673,Random,-5.2,0,146,64.60176991,Empirical
106.6,14,4640,23.61202992,Random,-5.1,0,146,64.60176991,Empirical
106.7,11,4651,23.66800672,Random,-5,0,146,64.60176991,Empirical
106.8,11,4662,23.72398351,Random,-4.9,2,148,65.48672566,Empirical
106.9,8,4670,23.76469391,Random,-4.8,0,148,65.48672566,Empirical
107,4,4674,23.78504911,Random,-4.7,5,153,67.69911504,Empirical
107.1,24,4698,23.9071803,Random,-4.6,0,153,67.69911504,Empirical
107.2,12,4710,23.96824589,Random,-4.5,0,153,67.69911504,Empirical
107.3,6,4716,23.99877869,Random,-4.4,0,153,67.69911504,Empirical
107.4,9,4725,24.04457788,Random,-4.3,0,153,67.69911504,Empirical
107.5,11,4736,24.10055468,Random,-4.2,0,153,67.69911504,Empirical
107.6,16,4752,24.18197547,Random,-4.1,0,153,67.69911504,Empirical
107.7,17,4769,24.26848506,Random,-4,1,154,68.14159292,Empirical
107.8,8,4777,24.30919546,Random,-3.9,7,161,71.23893805,Empirical
107.9,11,4788,24.36517226,Random,-3.8,1,162,71.68141593,Empirical
108,31,4819,24.52292504,Random,-3.7,0,162,71.68141593,Empirical
108.1,16,4835,24.60434583,Random,-3.6,0,162,71.68141593,Empirical
108.2,13,4848,24.67050023,Random,-3.5,0,162,71.68141593,Empirical
108.3,14,4862,24.74174342,Random,-3.4,0,162,71.68141593,Empirical
108.4,16,4878,24.82316422,Random,-3.3,4,166,73.45132743,Empirical
108.5,15,4893,24.89949621,Random,-3.2,6,172,76.10619469,Empirical
108.6,7,4900,24.93511781,Random,-3.1,0,172,76.10619469,Empirical
108.7,8,4908,24.9758282,Random,-3,0,172,76.10619469,Empirical
108.8,37,4945,25.16411379,Random,-2.9,0,172,76.10619469,Empirical
